3; 32856770; 199680.0
13; 32851241; 196863.0
2; 32857071; 197853.0
10; 32875656; 198402.0
25; 32881332; 197814.0
24; 32838248; 198496.0
19; 32843626; 197946.0
1; 32866473; 197558.0
8; 32847812; 197026.0
23; 32891971; 196686.0
16; 32841502; 198815.0
17; 32880480; 197332.0
18; 32856263; 198459.0
7; 32865099; 197455.0
9; 32854694; 198197.0
4; 32880203; 200055.0
12; 32862892; 198675.0
14; 32868768; 198143.0
5; 32878346; 198789.0
22; 32856042; 198473.0
20; 32884968; 196481.0
6; 32893575; 197364.0
11; 32877861; 198418.0
15; 32885050; 197801.0
21; 32849067; 198923.0
