,0,1,2,3,4,5,6
0,0.22,0.03,0.05,0.2,0.43,0.56,0.0
1,0.66,0.11,0.14,0.57,0.51,0.08,0.02
2,-0.58,-0.1,0.05,0.49,0.49,0.0,0.0
3,0.41,0.05,0.05,0.36,0.44,0.04,0.0
4,0.47,0.08,0.1,0.4,0.47,0.06,0.0
5,-1.97,-1.74,0.5,0.56,1.73,0.87,0.94
6,0.28,0.04,0.04,0.24,0.43,0.28,0.0
7,-1.58,-1.47,0.4,0.42,1.71,1.0,0.68
8,1.57,1.46,0.33,0.35,1.21,0.94,0.96
9,-0.72,-0.13,0.12,0.61,0.54,0.04,0.0
10,0.31,0.25,0.07,0.09,0.42,1.0,0.52
11,1.16,1.22,0.15,0.16,0.53,0.86,1.0
12,-1.05,-1.08,0.13,0.13,0.52,0.94,1.0
13,-0.98,-1.01,0.13,0.14,0.52,0.94,1.0
14,-0.64,-0.58,0.12,0.13,0.51,0.94,1.0
15,1.7,1.87,0.15,0.23,0.59,0.74,1.0
16,-1.29,-1.38,0.11,0.14,0.55,0.94,1.0
17,-0.19,-0.1,0.07,0.11,0.33,0.82,0.08
18,-0.07,-0.04,0.05,0.06,0.3,1.0,0.0
19,-0.16,-0.09,0.06,0.09,0.32,0.94,0.1
