,0,1,2,3,4,5,6
0,0.22,0.12,0.29,0.31,1.2,0.98,0.04
1,0.66,1.17,0.33,0.6,1.6,0.86,0.28
2,-0.58,-1.12,0.22,0.58,1.73,0.95,0.44
3,0.41,0.25,0.34,0.38,1.22,0.9,0.06
4,0.47,1.01,0.27,0.61,1.53,0.8,0.2
5,-1.97,-3.11,0.78,1.38,2.11,0.5,1.0
6,0.28,0.17,0.24,0.26,1.19,1.0,0.02
7,-1.58,-2.52,0.8,1.24,2.0,0.56,1.0
8,1.57,2.7,0.64,1.3,1.62,0.3,1.0
9,-0.72,-1.26,0.38,0.66,1.74,0.91,0.44
10,0.31,0.64,0.19,0.39,0.7,0.52,0.84
11,1.16,2.43,0.37,1.32,0.83,0.02,1.0
12,-1.05,-2.16,0.31,1.15,0.81,0.0,1.0
13,-0.98,-2.03,0.28,1.09,0.81,0.04,1.0
14,-0.64,-1.28,0.19,0.67,0.74,0.1,1.0
15,1.7,3.65,0.35,1.98,0.98,0.0,1.0
16,-1.29,-2.71,0.28,1.45,0.89,0.0,1.0
17,-0.19,-0.5,0.13,0.34,0.68,0.68,0.5
18,-0.07,-0.11,0.13,0.14,0.57,0.98,0.08
19,-0.16,-0.55,0.14,0.42,0.69,0.53,0.34
