,0,1,2,3,4,5,6
0,-0.71,-0.87,0.15,0.22,0.81,1.0,0.07
1,1.31,1.22,0.15,0.17,0.56,0.9,1.0
2,1.37,1.29,0.13,0.16,0.56,0.94,1.0
3,0.91,0.84,0.13,0.14,0.59,0.97,0.74
4,0.4,0.55,0.11,0.19,0.63,0.92,0.06
5,-0.19,-0.0,0.0,0.19,0.01,0.0,0.0
6,0.99,0.93,0.14,0.15,0.59,0.96,0.92
7,1.1,1.03,0.15,0.17,0.58,0.93,0.98
8,-1.36,-1.36,0.25,0.25,0.93,0.96,0.76
9,-1.16,-1.18,0.19,0.19,0.87,0.97,0.5
10,-0.83,-0.8,0.08,0.08,0.28,0.92,1.0
11,0.1,0.19,0.02,0.09,0.31,1.0,0.03
12,0.26,0.26,0.05,0.05,0.3,0.99,0.56
13,0.82,0.8,0.08,0.08,0.28,0.93,1.0
14,-0.53,-0.49,0.07,0.08,0.27,0.91,1.0
15,-0.4,-0.36,0.07,0.08,0.28,0.93,0.98
16,0.5,0.46,0.07,0.08,0.27,0.9,1.0
17,-0.35,-0.31,0.07,0.08,0.28,0.97,0.93
18,-0.09,-0.0,0.02,0.09,0.02,0.04,0.0
19,-0.05,-0.0,0.0,0.05,0.01,0.02,0.0
