,0,1,2,3,4,5,6
0,-0.71,-0.66,0.23,0.24,-,-,0.26
1,1.31,1.18,0.14,0.18,-,-,1.0
2,1.37,1.25,0.13,0.18,-,-,1.0
3,0.91,0.78,0.16,0.21,-,-,0.9
4,0.4,0.45,0.18,0.19,-,-,0.06
5,-0.19,0.0,0.0,0.19,-,-,0.0
6,0.99,0.89,0.16,0.18,-,-,0.98
7,1.1,0.99,0.16,0.19,-,-,0.99
8,-1.36,-1.25,0.27,0.3,-,-,0.98
9,-1.16,-1.01,0.24,0.29,-,-,0.96
10,-0.83,-0.77,0.07,0.09,-,-,1.0
11,0.1,0.0,0.01,0.1,-,-,0.0
12,0.26,0.2,0.08,0.09,-,-,0.32
13,0.82,0.76,0.07,0.09,-,-,1.0
14,-0.53,-0.46,0.07,0.1,-,-,1.0
15,-0.4,-0.32,0.08,0.12,-,-,0.91
16,0.5,0.43,0.07,0.1,-,-,1.0
17,-0.35,-0.28,0.09,0.11,-,-,0.76
18,-0.09,0.0,0.0,0.09,-,-,0.0
19,-0.05,0.0,0.0,0.05,-,-,0.0
