,0,1,2,3,4,5,6
0,0.22,-0.0,0.0,0.22,0.02,0.0,0.0
1,0.66,0.72,0.17,0.18,1.07,1.0,0.14
2,-0.58,-0.76,0.13,0.22,1.18,1.0,0.12
3,0.41,0.03,0.1,0.4,0.08,0.06,0.02
4,0.47,0.08,0.2,0.44,0.18,0.14,0.08
5,-1.97,-1.73,0.3,0.39,1.28,0.86,1.0
6,0.28,0.01,0.04,0.27,0.04,0.02,0.04
7,-1.58,-1.37,0.28,0.35,1.23,0.94,0.96
8,1.57,1.4,0.22,0.27,0.86,0.9,1.0
9,-0.72,-0.75,0.15,0.15,1.19,1.0,0.22
10,0.31,0.3,0.07,0.07,0.44,0.94,0.36
11,1.16,1.05,0.11,0.16,0.42,0.86,1.0
12,-1.05,-0.95,0.09,0.14,0.42,0.84,1.0
13,-0.98,-0.89,0.1,0.13,0.41,0.9,1.0
14,-0.64,-0.56,0.09,0.12,0.4,0.94,1.0
15,1.7,1.59,0.11,0.16,0.47,0.86,1.0
16,-1.29,-1.19,0.08,0.12,0.43,0.94,1.0
17,-0.19,-0.04,0.08,0.17,0.1,0.2,0.08
18,-0.07,-0.0,0.02,0.07,0.03,0.02,0.04
19,-0.16,-0.02,0.05,0.15,0.06,0.12,0.0
